densidad_escuelas,densidad_hospitales,densidad_gimnasios,densidad_papelerias,densidad_farmacias,densidad_comercios,target,oportunidad_negocio
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,3,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,2,2,otro
0,0,0,0,0,1,2,otro
0,0,0,0,0,1,2,otro
14,10,3,0,2,40,3,papeleria
9,4,0,0,0,14,3,papeleria
8,11,1,0,1,29,3,papeleria
1,2,1,0,0,16,3,papeleria
4,5,1,0,2,16,3,papeleria
14,13,2,0,1,39,3,papeleria
1,0,0,0,0,0,3,papeleria
7,5,3,0,2,19,3,papeleria
8,188,2,0,17,95,3,papeleria
10,19,2,0,2,36,3,papeleria
8,2,0,0,0,13,3,papeleria
1,1,1,0,0,26,3,papeleria
1,0,0,0,0,9,3,papeleria
4,13,1,0,6,120,3,papeleria
4,0,0,0,1,6,3,papeleria
4,27,8,0,3,35,3,papeleria
4,10,4,0,3,43,3,papeleria
16,31,3,0,7,37,3,papeleria
4,17,5,0,12,76,3,papeleria
6,8,2,0,2,33,3,papeleria
14,11,2,0,2,40,3,papeleria
2,1,0,0,0,14,3,papeleria
2,0,0,0,0,6,3,papeleria
8,229,3,0,14,51,3,papeleria
2,9,1,0,0,10,3,papeleria
2,7,1,0,1,14,3,papeleria
6,18,1,0,2,122,3,papeleria
2,0,0,0,0,0,3,papeleria
5,7,2,0,3,220,3,papeleria
1,5,0,0,0,37,3,papeleria
5,1,1,0,0,34,3,papeleria
16,28,4,0,7,39,3,papeleria
1,4,0,0,0,37,3,papeleria
16,27,4,0,7,40,3,papeleria
4,5,1,0,2,17,3,papeleria
16,29,3,0,8,38,3,papeleria
4,3,0,0,0,36,3,papeleria
4,26,2,0,2,20,3,papeleria
4,1,0,0,0,14,3,papeleria
1,1,0,0,0,0,3,papeleria
2,0,0,0,0,10,3,papeleria
6,21,3,0,1,34,3,papeleria
12,63,8,0,6,54,3,papeleria
1,1,0,0,0,7,3,papeleria
9,408,1,0,20,28,3,papeleria
3,1,0,0,0,14,3,papeleria
1,18,1,0,0,34,3,papeleria
3,5,1,0,0,16,3,papeleria
2,2,0,0,0,21,3,papeleria
3,16,5,0,10,76,3,papeleria
16,31,3,0,7,37,3,papeleria
17,61,4,0,5,45,3,papeleria
6,19,1,0,0,33,3,papeleria
14,11,2,0,2,40,3,papeleria
2,2,0,0,0,20,3,papeleria
5,8,2,0,2,43,3,papeleria
1,3,0,0,3,133,3,papeleria
5,4,1,0,1,15,3,papeleria
3,10,2,0,4,44,3,papeleria
14,11,2,0,2,40,3,papeleria
3,8,2,0,5,292,3,papeleria
4,4,1,0,0,15,3,papeleria
14,11,2,0,2,40,3,papeleria
4,31,5,0,3,25,3,papeleria
1,5,0,0,0,36,3,papeleria
6,18,2,0,5,36,3,papeleria
5,13,2,0,4,54,3,papeleria
4,4,1,0,2,16,3,papeleria
14,11,2,0,2,40,3,papeleria
4,1,1,0,0,32,3,papeleria
1,2,1,0,1,26,3,papeleria
9,247,8,0,8,40,3,papeleria
3,1,17,0,0,14,3,papeleria
1,1,0,0,0,8,3,papeleria
6,9,3,0,3,82,3,papeleria
9,4,0,0,0,14,3,papeleria
3,16,5,0,10,71,3,papeleria
4,1,0,0,0,16,3,papeleria
5,2,1,0,0,36,3,papeleria
3,4,0,0,1,35,3,papeleria
6,22,1,0,2,29,3,papeleria
7,18,2,0,5,36,3,papeleria
8,11,3,0,2,33,3,papeleria
8,355,1,0,19,36,3,papeleria
6,12,2,0,3,91,3,papeleria
4,12,4,0,3,54,3,papeleria
2,4,0,0,0,37,3,papeleria
2,24,1,0,1,26,3,papeleria
4,10,4,0,3,42,3,papeleria
4,10,4,0,3,42,3,papeleria
13,67,6,0,4,59,3,papeleria
3,2,0,0,0,22,3,papeleria
6,2,2,0,1,10,3,papeleria
14,10,3,0,2,40,3,papeleria
6,3,1,0,1,33,3,papeleria
4,22,0,0,1,19,3,papeleria
6,2,1,0,1,33,3,papeleria
2,0,0,0,0,13,3,papeleria
1,0,0,0,0,0,3,papeleria
1,1,0,0,0,26,3,papeleria
2,7,1,0,2,33,3,papeleria
2,17,1,0,3,34,3,papeleria
14,10,2,0,1,39,3,papeleria
1,1,0,0,0,21,3,papeleria
11,222,8,0,8,45,3,papeleria
2,4,0,0,1,25,3,papeleria
4,0,0,0,0,8,3,papeleria
4,23,0,0,1,21,3,papeleria
3,0,0,0,0,7,3,papeleria
1,0,1,0,0,3,3,papeleria
14,10,3,0,2,41,3,papeleria
2,3,2,0,2,19,3,papeleria
1,0,0,0,0,5,3,papeleria
1,0,0,0,0,10,3,papeleria
5,13,1,0,6,119,3,papeleria
2,4,0,0,1,25,3,papeleria
1,1,0,0,0,9,3,papeleria
4,22,1,0,1,28,3,papeleria
8,2,0,0,0,13,3,papeleria
9,3,0,0,0,13,3,papeleria
3,3,0,0,0,23,3,papeleria
2,3,0,0,0,20,3,papeleria
1,0,0,0,0,5,3,papeleria
16,38,3,0,4,40,3,papeleria
6,2,0,0,0,14,3,papeleria
8,11,2,0,1,31,3,papeleria
4,5,1,0,1,15,3,papeleria
4,4,1,0,0,15,3,papeleria
3,0,0,0,0,8,3,papeleria
5,17,4,0,13,75,3,papeleria
4,22,0,0,1,18,3,papeleria
10,221,6,0,9,47,3,papeleria
8,6,0,0,4,29,3,papeleria
2,0,0,0,0,8,3,papeleria
2,2,0,0,0,20,3,papeleria
3,13,3,0,2,55,3,papeleria
7,10,2,0,2,33,3,papeleria
14,12,2,0,2,40,3,papeleria
2,1,0,0,0,20,3,papeleria
2,0,1,0,0,3,3,papeleria
16,32,3,0,4,37,3,papeleria
7,8,1,0,2,76,3,papeleria
3,24,2,0,3,24,3,papeleria
3,0,0,0,0,8,3,papeleria
1,0,0,0,0,0,3,papeleria
5,1,1,0,0,34,3,papeleria
3,0,0,0,0,6,3,papeleria
3,0,0,0,0,10,3,papeleria
2,34,1,0,2,11,3,papeleria
3,0,0,0,0,6,3,papeleria
2,26,2,0,1,25,3,papeleria
1,2,0,0,0,7,3,papeleria
1,0,1,0,0,3,3,papeleria
1,0,0,0,0,15,3,papeleria
4,13,3,0,12,255,3,papeleria
7,27,1,0,8,55,3,papeleria
4,5,1,0,1,15,3,papeleria
5,11,3,0,8,227,3,papeleria
1,1,1,0,0,3,3,papeleria
5,9,2,0,2,43,3,papeleria
2,6,1,0,5,283,3,papeleria
2,1,0,0,0,20,3,papeleria
2,0,0,0,0,32,3,papeleria
1,0,0,0,0,9,3,papeleria
2,16,5,0,13,65,3,papeleria
2,3,0,0,1,34,3,papeleria
4,4,4,0,0,45,3,papeleria
1,3,0,0,0,37,3,papeleria
6,11,2,0,3,85,3,papeleria
14,10,2,0,2,40,3,papeleria
1,0,1,0,0,3,3,papeleria
3,2,0,0,2,59,3,papeleria
1,5,0,0,0,36,3,papeleria
3,10,2,0,3,43,3,papeleria
14,11,2,0,1,39,3,papeleria
4,4,1,0,1,16,3,papeleria
1,1,0,0,0,9,3,papeleria
4,4,4,0,0,46,3,papeleria
7,14,5,0,5,77,3,papeleria
3,3,0,0,0,36,3,papeleria
1,2,0,0,0,21,3,papeleria
4,12,3,0,9,286,3,papeleria
3,1,17,0,0,14,3,papeleria
8,13,4,0,3,77,3,papeleria
2,0,0,0,0,12,3,papeleria
3,0,0,0,0,10,3,papeleria
3,1,0,0,0,10,3,papeleria
6,1,1,0,1,36,3,papeleria
15,63,3,0,4,49,3,papeleria
4,1,0,0,0,20,3,papeleria
4,1,0,0,0,15,3,papeleria
1,1,1,0,0,3,3,papeleria
3,4,1,0,0,16,3,papeleria
1,0,0,0,0,5,3,papeleria
1,1,0,0,0,45,3,papeleria
8,3,0,0,0,14,3,papeleria
12,23,2,0,3,37,3,papeleria
14,12,2,0,1,37,3,papeleria
6,8,3,0,3,80,3,papeleria
3,1,17,0,0,14,3,papeleria
8,3,0,0,0,13,3,papeleria
1,0,0,0,0,10,3,papeleria
2,7,1,0,2,14,3,papeleria
12,8,0,0,0,17,3,papeleria
4,17,2,0,6,35,3,papeleria
8,11,3,0,3,77,3,papeleria
2,1,0,0,0,12,3,papeleria
3,10,3,0,3,44,3,papeleria
5,1,1,0,0,32,3,papeleria
5,2,1,0,0,35,3,papeleria
2,0,0,0,0,32,3,papeleria
2,3,0,0,0,20,3,papeleria
3,0,0,0,0,6,3,papeleria
4,1,0,0,0,15,3,papeleria
10,21,2,0,2,34,3,papeleria
3,9,2,0,2,33,3,papeleria
5,15,5,0,7,75,3,papeleria
1,0,0,0,0,30,3,papeleria
10,19,2,0,2,34,3,papeleria
4,4,1,0,2,16,3,papeleria
3,2,0,0,0,20,3,papeleria
4,3,0,0,0,36,3,papeleria
4,4,1,0,1,16,3,papeleria
10,7,1,0,0,20,3,papeleria
1,0,0,0,0,27,3,papeleria
17,15,4,0,13,67,3,papeleria
3,0,0,0,0,10,3,papeleria
1,3,2,0,1,26,3,papeleria
3,2,0,0,1,14,3,papeleria
3,0,0,0,0,6,3,papeleria
6,8,3,0,4,199,3,papeleria
12,61,7,0,5,53,3,papeleria
3,0,0,0,0,7,3,papeleria
12,8,1,0,0,19,3,papeleria
2,1,0,0,0,21,3,papeleria
1,1,0,0,0,7,3,papeleria
3,1,17,0,0,14,3,papeleria
1,3,2,0,1,26,3,papeleria
1,4,2,0,1,17,3,papeleria
17,32,3,0,4,37,3,papeleria
4,29,8,0,3,35,3,papeleria
4,22,0,0,1,18,3,papeleria
2,22,1,0,1,28,3,papeleria
4,4,1,0,2,16,3,papeleria
2,1,12,0,0,14,3,papeleria
3,10,2,0,3,44,3,papeleria
4,4,1,0,1,16,3,papeleria
1,3,1,0,0,26,3,papeleria
1,1,0,0,0,21,3,papeleria
2,4,0,0,0,37,3,papeleria
14,12,2,0,2,40,3,papeleria
1,1,1,0,0,3,3,papeleria
1,0,0,0,0,0,3,papeleria
3,1,2,0,1,79,3,papeleria
8,202,2,0,16,76,3,papeleria
1,0,1,0,0,2,3,papeleria
1,0,0,0,0,0,3,papeleria
4,5,1,0,2,17,3,papeleria
3,2,1,0,0,10,3,papeleria
9,4,0,0,0,14,3,papeleria
1,1,0,0,0,0,3,papeleria
4,0,0,0,0,7,3,papeleria
3,0,0,0,0,9,3,papeleria
1,1,0,0,0,9,3,papeleria
17,31,3,0,5,37,3,papeleria
4,1,0,0,0,15,3,papeleria
3,2,0,0,1,29,3,papeleria
4,4,1,0,2,16,3,papeleria
2,1,0,0,0,20,3,papeleria
3,1,0,0,0,20,3,papeleria
4,10,4,0,3,43,3,papeleria
9,219,5,0,11,50,3,papeleria
11,218,8,0,8,45,3,papeleria
2,1,1,0,0,14,3,papeleria
3,6,0,0,0,54,3,papeleria
3,3,0,0,0,25,3,papeleria
4,8,2,0,0,49,3,papeleria
8,8,2,0,2,82,3,papeleria
3,0,0,0,0,7,3,papeleria
10,21,2,0,2,34,3,papeleria
6,15,5,0,6,76,3,papeleria
2,0,0,0,0,4,3,papeleria
1,1,0,0,0,8,3,papeleria
2,0,0,0,0,3,3,papeleria
2,0,0,0,0,12,3,papeleria
10,20,2,0,2,34,3,papeleria
3,5,1,0,2,254,3,papeleria
3,15,2,0,4,56,3,papeleria
2,4,0,0,3,149,3,papeleria
2,0,0,0,0,13,3,papeleria
2,0,0,0,0,6,3,papeleria
1,2,0,0,0,302,3,papeleria
14,12,2,0,1,38,3,papeleria
6,9,2,0,2,33,3,papeleria
4,15,5,0,8,74,3,papeleria
9,220,5,0,11,50,3,papeleria
3,10,2,0,4,44,3,papeleria
5,8,2,0,2,44,3,papeleria
1,5,0,0,0,37,3,papeleria
3,0,0,0,0,9,3,papeleria
3,1,0,0,0,33,3,papeleria
4,5,2,0,2,18,3,papeleria
11,7,0,0,0,18,3,papeleria
14,25,3,0,6,39,3,papeleria
2,2,0,0,0,21,3,papeleria
14,10,3,0,2,40,3,papeleria
1,1,1,0,0,3,3,papeleria
1,1,0,0,0,13,3,papeleria
10,17,2,0,3,36,3,papeleria
1,3,0,0,0,14,3,papeleria
3,1,2,0,0,78,3,papeleria
1,3,0,0,3,133,3,papeleria
5,0,0,0,0,10,3,papeleria
4,9,3,0,1,52,3,papeleria
2,2,0,0,0,10,3,papeleria
1,1,0,0,0,34,3,papeleria
1,1,1,0,0,3,3,papeleria
1,0,1,0,0,3,3,papeleria
9,208,4,0,12,63,3,papeleria
1,4,0,0,2,20,3,papeleria
2,0,0,0,0,0,3,papeleria
3,22,1,0,1,23,3,papeleria
1,3,0,0,1,296,3,papeleria
2,41,1,0,2,6,3,papeleria
2,8,0,0,1,13,3,papeleria
1,1,1,0,0,35,3,papeleria
5,10,3,0,2,52,3,papeleria
16,33,3,0,7,38,3,papeleria
14,10,3,0,2,41,3,papeleria
2,2,0,0,0,33,3,papeleria
1,0,0,0,0,31,3,papeleria
9,4,0,0,0,14,3,papeleria
6,11,3,0,3,53,3,papeleria
2,1,0,0,0,10,3,papeleria
1,0,0,0,0,5,3,papeleria
1,0,0,0,0,2,3,papeleria
3,9,2,0,3,44,3,papeleria
2,1,0,0,0,9,3,papeleria
2,0,1,0,0,3,3,papeleria
3,6,1,0,1,57,3,papeleria
6,12,2,0,3,85,3,papeleria
3,0,0,0,0,31,3,papeleria
5,19,0,0,6,55,3,papeleria
1,0,0,0,0,5,3,papeleria
4,16,0,0,5,56,3,papeleria
6,18,2,0,5,36,3,papeleria
6,10,2,0,3,84,3,papeleria
1,1,0,0,0,31,3,papeleria
1,1,0,0,0,32,3,papeleria
14,10,3,0,2,40,3,papeleria
5,9,4,0,2,44,3,papeleria
8,224,3,0,14,53,3,papeleria
1,0,0,0,0,8,3,papeleria
5,16,0,0,4,56,3,papeleria
4,3,0,0,0,36,3,papeleria
1,1,0,0,0,33,3,papeleria
8,201,2,0,17,78,3,papeleria
1,2,1,0,1,26,3,papeleria
2,8,0,0,1,13,3,papeleria
4,1,0,0,0,20,3,papeleria
3,21,3,0,5,56,3,papeleria
17,62,3,0,4,46,3,papeleria
3,3,0,0,0,25,3,papeleria
14,12,2,0,2,40,3,papeleria
4,1,0,0,0,20,3,papeleria
1,2,1,0,1,25,3,papeleria
17,31,3,0,6,37,3,papeleria
5,16,1,0,2,124,3,papeleria
8,11,3,0,2,33,3,papeleria
1,3,1,0,1,25,3,papeleria
9,4,0,0,0,14,3,papeleria
3,4,0,0,1,37,3,papeleria
7,9,2,0,2,76,3,papeleria
5,16,1,0,2,123,3,papeleria
3,0,0,0,0,7,3,papeleria
1,0,0,0,0,0,3,papeleria
4,22,0,0,1,19,3,papeleria
5,10,3,0,3,52,3,papeleria
6,15,4,0,10,72,3,papeleria
14,29,2,0,2,36,3,papeleria
16,32,3,0,3,37,3,papeleria
2,3,0,0,0,20,3,papeleria
6,16,1,0,2,57,3,papeleria
5,14,4,0,10,284,3,papeleria
4,5,2,0,2,18,3,papeleria
6,9,3,0,5,203,3,papeleria
9,4,0,0,0,14,3,papeleria
1,0,1,0,0,3,3,papeleria
3,1,0,0,0,15,3,papeleria
9,4,0,0,0,15,3,papeleria
4,18,3,0,3,37,3,papeleria
14,12,2,0,2,40,3,papeleria
4,13,3,0,10,285,3,papeleria
3,3,0,0,1,40,3,papeleria
11,218,8,0,8,46,3,papeleria
9,9,0,0,6,29,3,papeleria
3,15,5,0,10,73,3,papeleria
17,31,4,0,6,38,3,papeleria
6,9,4,0,4,79,3,papeleria
4,1,0,0,0,16,3,papeleria
2,2,0,0,0,21,3,papeleria
3,16,5,0,10,74,3,papeleria
1,5,1,0,1,16,3,papeleria
1,0,0,0,0,10,3,papeleria
1,3,0,0,3,133,3,papeleria
6,8,3,0,3,80,3,papeleria
1,2,2,0,1,25,3,papeleria
3,1,0,0,0,14,3,papeleria
3,14,3,0,2,56,3,papeleria
10,21,2,0,2,36,3,papeleria
3,22,1,0,2,22,3,papeleria
3,0,0,0,0,8,3,papeleria
4,1,0,0,0,16,3,papeleria
9,26,1,0,6,56,3,papeleria
1,0,0,0,0,8,3,papeleria
7,3,1,0,1,31,3,papeleria
8,8,2,0,2,80,3,papeleria
1,1,0,0,0,6,3,papeleria
10,5,0,0,0,14,3,papeleria
3,1,17,0,0,14,3,papeleria
3,1,1,0,0,32,3,papeleria
2,0,0,0,0,4,3,papeleria
1,4,0,0,1,21,3,papeleria
4,8,2,0,1,52,3,papeleria
2,3,1,0,0,32,3,papeleria
1,4,0,0,0,36,3,papeleria
3,5,0,0,1,34,3,papeleria
17,32,3,0,5,37,3,papeleria
1,0,0,0,0,14,3,papeleria
8,10,0,0,3,29,3,papeleria
3,7,1,0,0,53,3,papeleria
2,1,0,0,1,10,3,papeleria
2,22,1,0,1,27,3,papeleria
8,398,2,0,18,28,3,papeleria
1,0,0,0,0,4,3,papeleria
2,1,12,0,0,14,3,papeleria
14,11,2,0,2,40,3,papeleria
14,10,3,0,2,41,3,papeleria
6,7,1,0,1,76,3,papeleria
8,189,2,0,15,92,3,papeleria
3,18,1,0,0,33,3,papeleria
14,48,4,0,4,45,3,papeleria
4,9,2,0,1,45,3,papeleria
5,4,1,0,1,15,3,papeleria
7,2,0,0,0,12,3,papeleria
3,1,0,0,0,20,3,papeleria
10,219,6,0,9,48,3,papeleria
5,8,2,0,2,44,3,papeleria
2,1,0,0,1,10,3,papeleria
2,2,1,0,1,18,3,papeleria
1,1,0,0,0,12,3,papeleria
14,10,3,0,2,40,3,papeleria
4,4,1,0,0,15,3,papeleria
4,0,0,0,0,16,3,papeleria
1,3,0,0,1,44,3,papeleria
14,13,2,0,1,39,3,papeleria
12,6,1,0,2,38,3,papeleria
2,0,0,0,0,12,3,papeleria
1,2,1,0,0,16,3,papeleria
10,20,2,0,2,34,3,papeleria
1,4,0,0,0,37,3,papeleria
9,9,0,0,4,29,3,papeleria
3,0,0,0,0,8,3,papeleria
1,1,0,0,0,15,3,papeleria
6,11,3,0,3,53,3,papeleria
1,0,1,0,0,3,3,papeleria
4,15,5,0,8,75,3,papeleria
3,16,5,0,10,72,3,papeleria
8,201,2,0,17,78,3,papeleria
6,2,0,0,0,13,3,papeleria
1,5,0,0,3,130,3,papeleria
3,14,2,0,2,65,3,papeleria
14,10,3,0,2,40,3,papeleria
2,22,1,0,2,25,3,papeleria
1,3,0,0,1,296,3,papeleria
3,5,3,0,2,19,3,papeleria
1,0,0,0,0,29,3,papeleria
2,23,1,0,1,28,3,papeleria
5,24,2,0,12,60,3,papeleria
6,4,0,0,2,10,3,papeleria
7,19,2,0,1,34,3,papeleria
3,1,0,0,0,14,3,papeleria
8,239,4,0,13,47,3,papeleria
4,1,1,0,0,33,3,papeleria
1,2,0,0,0,34,3,papeleria
7,10,2,0,2,76,3,papeleria
3,3,0,0,0,36,3,papeleria
3,3,0,0,1,39,3,papeleria
10,19,2,0,2,35,3,papeleria
2,23,1,0,1,28,3,papeleria
4,4,1,0,1,77,3,papeleria
1,2,1,0,0,36,3,papeleria
16,39,3,0,3,41,3,papeleria
3,4,1,0,0,45,3,papeleria
2,0,1,0,0,34,3,papeleria
4,10,3,0,3,44,3,papeleria
10,18,2,0,3,36,3,papeleria
1,3,1,0,1,25,3,papeleria
3,7,1,0,0,55,3,papeleria
4,10,3,0,2,42,3,papeleria
6,16,5,0,8,77,3,papeleria
6,22,1,0,2,29,3,papeleria
3,0,0,0,0,7,3,papeleria
